Point,Time (s),Temperature (K),Amplitude (V),Phase (Degrees)
324,8.103700e+01,16.517929,5.962560e-01,-13.536000
325,8.128600e+01,16.542849,5.961950e-01,-13.530000
326,8.154200e+01,16.560953,5.961950e-01,-13.530000
327,8.180100e+01,16.579390,5.960730e-01,-13.524000
328,8.204100e+01,16.595251,5.960120e-01,-13.518000
329,8.228400e+01,16.618738,5.958900e-01,-13.512000
330,8.253200e+01,16.635132,5.958900e-01,-13.506000
331,8.278200e+01,16.651852,5.958900e-01,-13.494000
332,8.303200e+01,16.668991,5.962560e-01,-13.482000
333,8.328500e+01,16.692234,5.972330e-01,-13.470000
334,8.354000e+01,16.708256,5.966840e-01,-13.458000
335,8.378800e+01,16.727957,5.968670e-01,-13.446000
336,8.404100e+01,16.747866,5.976600e-01,-13.428000
337,8.428900e+01,16.778208,5.972940e-01,-13.470000
338,8.453400e+01,16.798695,5.975380e-01,-13.446000
339,8.478600e+01,16.818604,5.975380e-01,-13.446000
340,8.503700e+01,16.836311,5.975380e-01,-13.440000
341,8.528300e+01,16.860550,5.974770e-01,-13.434000
342,8.553300e+01,16.876631,5.972940e-01,-13.428000
343,8.578200e+01,16.892015,5.972330e-01,-13.422000
344,8.604800e+01,16.913628,5.972330e-01,-13.416000
345,8.628300e+01,16.926729,5.971110e-01,-13.410000
346,8.654100e+01,16.939749,5.969890e-01,-13.398000
347,8.678700e+01,16.952778,5.969890e-01,-13.392000
348,8.704800e+01,16.971531,5.977210e-01,-13.386000
349,8.729000e+01,16.984207,5.969890e-01,-13.362000
350,8.753600e+01,16.996429,5.977210e-01,-13.356000
351,8.778900e+01,17.010773,5.976600e-01,-13.356000
352,8.805100e+01,17.033861,5.977210e-01,-13.362000
353,8.829000e+01,17.049599,5.977820e-01,-13.362000
354,8.854000e+01,17.065214,5.975990e-01,-13.362000
355,8.879000e+01,17.080410,5.975990e-01,-13.356000
356,8.904500e+01,17.103510,5.976600e-01,-13.356000
357,8.929000e+01,17.118521,5.975990e-01,-13.350000
358,8.953300e+01,17.132780,5.974160e-01,-13.344000
359,8.978200e+01,17.147047,5.974770e-01,-13.338000
360,9.004300e+01,17.169006,5.974770e-01,-13.332000
361,9.029500e+01,17.182991,5.982700e-01,-13.272000
362,9.053300e+01,17.196611,5.974770e-01,-13.314000
363,9.079500e+01,17.210224,5.975380e-01,-13.302000
364,9.104000e+01,17.231701,5.983310e-01,-13.278000
365,9.129600e+01,17.247307,5.983310e-01,-13.278000
366,9.153300e+01,17.263760,5.983310e-01,-13.278000
367,9.179100e+01,17.279322,5.982090e-01,-13.284000
368,9.203400e+01,17.298704,5.982090e-01,-13.284000
369,9.229000e+01,17.311209,5.981480e-01,-13.284000
370,9.253500e+01,17.326490,5.979650e-01,-13.284000
371,9.278800e+01,17.344032,5.978430e-01,-13.284000
372,9.303900e+01,17.368240,5.977210e-01,-13.278000
373,9.329500e+01,17.383486,5.976600e-01,-13.272000
374,9.353700e+01,17.400110,5.976600e-01,-13.266000
375,9.380100e+01,17.428530,5.976600e-01,-13.260000
376,9.403700e+01,17.447355,5.975380e-01,-13.248000
377,9.429100e+01,17.466049,5.983920e-01,-13.194000
378,9.453400e+01,17.484426,5.975990e-01,-13.224000
379,9.479000e+01,17.515785,5.975380e-01,-13.212000
380,9.504600e+01,17.537304,5.982700e-01,-13.194000
381,9.529100e+01,17.559471,5.982090e-01,-13.194000
382,9.555200e+01,17.580667,5.982090e-01,-13.194000
383,9.578900e+01,17.611683,5.981480e-01,-13.194000
384,9.603800e+01,17.631378,5.980870e-01,-13.194000
385,9.629500e+01,17.652275,5.980260e-01,-13.194000
386,9.654800e+01,17.673653,5.979040e-01,-13.188000
387,9.680000e+01,17.705069,5.977210e-01,-13.182000
388,9.704000e+01,17.723785,5.975990e-01,-13.182000
389,9.729600e+01,17.744106,5.975380e-01,-13.176000
390,9.753600e+01,17.765207,5.975380e-01,-13.164000
391,9.780100e+01,17.796825,5.975380e-01,-13.158000
392,9.803800e+01,17.816395,5.984540e-01,-13.146000
393,9.829500e+01,17.835129,5.975380e-01,-13.104000
394,9.854600e+01,17.853046,5.975380e-01,-13.104000
395,9.878400e+01,17.878742,5.982090e-01,-13.110000
396,9.904100e+01,17.895550,5.982090e-01,-13.104000
397,9.929500e+01,17.911348,5.981480e-01,-13.104000
398,9.954100e+01,17.927547,5.979650e-01,-13.104000
399,9.978900e+01,17.950956,5.979650e-01,-13.104000
400,1.000450e+02,17.967531,5.979040e-01,-13.110000
401,1.002930e+02,17.985752,5.980870e-01,-13.104000
402,1.005480e+02,18.012224,5.977210e-01,-13.110000
403,1.007900e+02,18.027719,5.975990e-01,-13.098000
404,1.010440e+02,18.044323,5.975380e-01,-13.098000
405,1.012840e+02,18.059954,5.982700e-01,-13.020000
406,1.015370e+02,18.083199,5.974770e-01,-13.080000
407,1.018010e+02,18.099432,5.982090e-01,-13.026000
408,1.020420e+02,18.115013,5.982700e-01,-13.062000
409,1.022950e+02,18.127981,5.975380e-01,-13.026000
410,1.025370e+02,18.147104,5.982700e-01,-13.026000
411,1.027880e+02,18.159924,5.974770e-01,-13.026000
412,1.030520e+02,18.171694,5.980870e-01,-12.966000
413,1.032910e+02,18.184324,5.980260e-01,-13.026000
414,1.035350e+02,18.204365,5.979650e-01,-13.026000
415,1.037920e+02,18.217712,5.978430e-01,-13.026000
416,1.040330e+02,18.230688,5.978430e-01,-13.032000
417,1.042960e+02,18.244106,5.977210e-01,-12.942000
418,1.045450e+02,18.264372,5.976600e-01,-13.026000
419,1.047920e+02,18.277826,5.975990e-01,-13.020000
420,1.050360e+02,18.292336,5.982090e-01,-12.942000
421,1.052920e+02,18.308346,5.981480e-01,-12.936000
422,1.055460e+02,18.329912,5.980870e-01,-12.942000
423,1.057920e+02,18.344170,5.972940e-01,-12.978000
424,1.060460e+02,18.358501,5.980870e-01,-12.948000
425,1.062910e+02,18.373825,5.980260e-01,-12.948000
426,1.065450e+02,18.398151,5.980260e-01,-12.954000
427,1.067870e+02,18.414219,5.979040e-01,-12.960000
428,1.070450e+02,18.430056,5.979040e-01,-12.960000
429,1.072920e+02,18.453690,5.978430e-01,-12.960000
430,1.075400e+02,18.469280,5.977210e-01,-12.954000
431,1.078000e+02,18.485788,5.976600e-01,-12.960000
432,1.080400e+02,18.501602,5.977210e-01,-12.954000
433,1.082960e+02,18.528194,5.977820e-01,-12.948000
434,1.085350e+02,18.547949,5.983920e-01,-12.864000
435,1.087860e+02,18.567787,5.977210e-01,-12.942000
436,1.090470e+02,18.587715,5.977820e-01,-12.864000
437,1.092900e+02,18.615894,5.977820e-01,-12.918000
438,1.095450e+02,18.635038,5.976600e-01,-12.870000
439,1.097920e+02,18.654562,5.983920e-01,-12.876000
440,1.100450e+02,18.673687,5.975990e-01,-12.894000
441,1.102900e+02,18.701637,5.983310e-01,-12.882000
442,1.105450e+02,18.719854,5.982700e-01,-12.888000
443,1.107920e+02,18.738087,5.982090e-01,-12.894000
444,1.110380e+02,18.756458,5.980870e-01,-12.894000
445,1.112940e+02,18.783663,5.980260e-01,-12.894000
446,1.115400e+02,18.801825,5.979650e-01,-12.894000
447,1.118000e+02,18.819689,5.979040e-01,-12.888000
448,1.120360e+02,18.836691,5.978430e-01,-12.882000
449,1.122960e+02,18.863432,5.983310e-01,-12.804000
450,1.125340e+02,18.881796,5.977210e-01,-12.870000
451,1.127830e+02,18.900723,5.977210e-01,-12.864000
452,1.130400e+02,18.919153,5.977210e-01,-12.852000
453,1.132950e+02,18.947741,5.975990e-01,-12.804000
454,1.135340e+02,18.965961,5.982700e-01,-12.810000
455,1.137860e+02,18.983818,5.982090e-01,-12.810000
456,1.140360e+02,19.002222,5.981480e-01,-12.810000
457,1.142830e+02,19.029440,5.980870e-01,-12.816000
458,1.145350e+02,19.047239,5.980260e-01,-12.816000
459,1.148000e+02,19.065399,5.979040e-01,-12.822000
460,1.150440e+02,19.090998,5.978430e-01,-12.822000
461,1.152940e+02,19.107916,5.977210e-01,-12.828000
462,1.155400e+02,19.125753,5.975990e-01,-12.822000
463,1.158010e+02,19.143597,5.974770e-01,-12.816000
464,1.160400e+02,19.169704,5.973550e-01,-12.810000
465,1.163020e+02,19.188330,5.972330e-01,-12.738000
466,1.165410e+02,19.206724,5.971720e-01,-12.726000
467,1.168070e+02,19.223608,5.979040e-01,-12.732000
468,1.170420e+02,19.246992,5.971110e-01,-12.732000
469,1.172950e+02,19.261419,5.971110e-01,-12.768000
470,1.175360e+02,19.276939,5.970500e-01,-12.750000
471,1.177870e+02,19.293224,5.977820e-01,-12.738000
472,1.180390e+02,19.317291,5.976600e-01,-12.738000
473,1.182960e+02,19.333187,5.976600e-01,-12.738000
474,1.185370e+02,19.347723,5.975990e-01,-12.732000
